time,rating,free_text,do_better,surgery,sentiment_free_text,sentiment_score_free_text,sentiment_do_better,sentiment_score_do_better,free_text_len,do_better_len,rating_score,feedback_labels,improvement_labels
2023-07-26 16:24:26,Extremely likely,The nurse was extremely friendly and attentive and professional,,Earls Court Surgery,positive,0.9657421112060548,neutral,0.0,9.0,0,5.0,Staff Professionalism,
2023-07-26 16:24:42,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,4.0,2,5.0,,
2023-07-26 16:24:46,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,2.0,1,5.0,,
2023-07-26 16:25:35,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,2.0,1,5.0,,
2023-07-26 16:26:50,Likely,,Every body enjoying to work I can feel it,Earls Court Surgery,neutral,0.0,positive,0.9316601157188416,5.0,10,4.0,,Staff Professionalism
2023-07-26 16:27:04,Extremely likely,They provide many services on their premises,More face to face appointment with the doctors,Earls Court Surgery,positive,0.7467140555381775,neutral,0.9053701162338256,7.0,8,5.0,Staff Professionalism,Appointment Availability
2023-07-26 16:27:47,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,3.0,4,5.0,,
2023-07-26 16:28:23,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,3.0,0,5.0,,
2023-07-26 16:28:31,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,3.0,5,5.0,,
2023-07-26 16:31:31,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,5.0,,
2023-07-26 16:36:45,Extremely likely,Friendly and always find a quick appointment for a highly vulnerable person with multiple issues due to NS,,Earls Court Surgery,neutral,0.5230270028114319,neutral,0.0,18.0,1,5.0,Staff Professionalism,
2023-07-26 16:37:58,Extremely likely,I have a Extremely likely doctor and the receptionists are very helpful,,Earls Court Surgery,positive,0.954828441143036,neutral,0.0,12.0,2,5.0,Reception Staff Interaction,
2023-07-26 16:40:45,Extremely likely,They are always very helpful and friendly,,Earls Court Surgery,positive,0.96645188331604,neutral,0.0,7.0,0,5.0,Staff Professionalism,
2023-07-26 16:45:26,Extremely likely,I ve never felt so taken care of and valued by a doctor in my life Miss PERSON has been incredibly thorough understanding and careful She is just perfect Thank you so much,,Earls Court Surgery,positive,0.9732166528701782,neutral,0.0,32.0,0,5.0,Patient Respect,
2023-07-26 16:51:38,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,5.0,,
2023-07-26 16:52:05,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,5.0,,
2023-07-26 16:54:45,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,5.0,,
2023-07-26 17:01:56,Likely,The doctors is too much friendly and give you time to talk specially Dr PERSON,To change all the front desk staff,Earls Court Surgery,neutral,0.6127209663391113,neutral,0.6779985427856445,16.0,7,4.0,Staff Empathy and Compassion,Reception Staff Interaction
2023-07-26 17:04:12,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,3.0,1,5.0,,
2023-07-26 17:07:44,Extremely likely,269 Old Brompton Road surgery is extremely well organised starting with the lovely welcoming ladies on reception through to the very understanding doctor and nurses,Nothing at all it s perfect Thank you MW,Earls Court Surgery,positive,0.9734231233596802,positive,0.9620401263237,27.0,8,5.0,Reception Staff Interaction,Patient Respect
2023-07-26 17:14:26,Extremely likely,I have been going to EC for almost 20years and have always received hood care Staff are helpful and competent and offer a wide range of support,Possibly getting an appointment more quickly if required,Earls Court Surgery,positive,0.9560458064079284,neutral,0.6265990734100342,27.0,8,5.0,Staff Professionalism,Appointment Availability
2023-07-26 17:18:03,Likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,4.0,,
2023-07-26 17:26:58,Likely,Receptionists and doctors helpful and give good services,,Earls Court Surgery,positive,0.9196950793266296,neutral,0.0,8.0,1,4.0,Staff Professionalism,
2023-07-26 17:29:05,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,4.0,2,5.0,,
2023-07-26 17:32:09,Likely,,Longer time with the doctors if needed,Earls Court Surgery,neutral,0.0,neutral,0.8926805853843689,5.0,7,4.0,,Follow-up and Continuity of Care
2023-07-26 17:32:31,Extremely likely,I find the Frs in surgery willing PERSON,,Earls Court Surgery,positive,0.5276278853416443,neutral,0.0,8.0,1,5.0,Patient Respect,
2023-07-26 17:33:21,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,4.0,0,5.0,,
2023-07-26 17:36:53,Extremely likely,Excellent staff very understanding willing to help in all situations changing appointments to suit wonderful staff,,Earls Court Surgery,positive,0.9610121846199036,neutral,0.0,16.0,0,5.0,Staff Empathy and Compassion,
2023-07-26 17:59:33,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,2.0,1,5.0,,
2023-07-26 18:12:09,Extremely likely,The staff and doctors are very attentive and friendly,I m fully satisfied for their service and kind,Earls Court Surgery,positive,0.9620896577835084,positive,0.9729881882667542,9.0,8,5.0,Patient Respect,Patient Respect
2023-07-26 18:25:24,Extremely likely,The nurse was extremely skillful and had very soft ways She took the swab for the smear test in an impeccable way in a difficult situation with me Could not be better very rare to be so competent,,Earls Court Surgery,positive,0.9071882367134094,neutral,0.0,38.0,2,5.0,Test Results,
2023-07-26 18:29:04,Likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,5.0,1,4.0,,
2023-07-26 19:35:55,Extremely likely,When ever contacted I got good response,,Earls Court Surgery,positive,0.8730132579803467,neutral,0.0,7.0,3,5.0,Follow-up and Continuity of Care,
2023-07-26 21:36:03,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,4.0,1,5.0,,
2023-07-26 21:48:46,Likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,1,4.0,,
2023-07-26 22:26:05,Extremely likely,Everything was perfect and upper expectations,Easy access to blood tests results,Earls Court Surgery,positive,0.9195250272750854,neutral,0.5341740846633911,6.0,6,5.0,Staff Professionalism,Accessibility and Convenience
2023-07-26 23:01:43,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,5.0,0,5.0,,
2023-07-27 04:17:58,Likely,The staff is very friendly with their customers,,Earls Court Surgery,positive,0.9603760242462158,neutral,0.0,8.0,1,4.0,Staff Empathy and Compassion,
2023-07-27 08:41:14,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,5.0,,
2023-07-27 12:16:01,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,5.0,3,5.0,,
2023-07-27 14:36:42,Likely,,I would like not to see the front desk staff,Earls Court Surgery,neutral,0.0,negative,0.6915256977081299,4.0,10,4.0,,Reception Staff Interaction
2023-07-27 14:43:27,Extremely likely,,Can t think of any at this time,Earls Court Surgery,neutral,0.0,negative,0.5491721034049988,4.0,7,5.0,,Reception Staff Interaction
2023-07-27 18:09:39,Extremely likely,Very efficient easy way to communicate with my GP,,Earls Court Surgery,positive,0.9379571676254272,neutral,0.0,10.0,5,5.0,Communication Effectiveness,
2023-07-28 10:41:11,Extremely likely,I needed my GP to see the effects of taking a medication for two months and agree on future treatment Not only did he do this but he also asked about other aspects of my health,,Earls Court Surgery,neutral,0.7734820246696472,neutral,0.0,36.0,4,5.0,Follow-up and Continuity of Care,
2023-07-29 20:26:01,Extremely likely,Very helpful reception staff and great doctors,,Earls Court Surgery,positive,0.965958297252655,neutral,0.0,7.0,1,5.0,Reception Staff Interaction,
2023-07-31 19:00:33,Extremely likely,The doctors the nurses and the other staff are professional and ordinary They deal with the patients kindly,My above comment answers the question,Earls Court Surgery,positive,0.694144070148468,neutral,0.8793567419052124,18.0,6,5.0,Staff Professionalism,Follow-up and Continuity of Care
2023-08-01 10:01:23,Extremely unlikely,the receptionist behave in an unfriendly way definitely not aligned with Heart Values of NHS Very close to ignoring peoples queries and using loud voice intimidating,Strict Adherence to Heart values and talk in polite manner rather than talking in a tone of entitlement,Earls Court Surgery,negative,0.886264443397522,neutral,0.7456433176994324,26.0,18,1.0,Reception Staff Interaction,Patient Respect
2023-08-03 09:34:27,Likely,The re eptio and the GP were kind efficient and professional,Allow more face to face appointment s Online ones are less effective,Earls Court Surgery,positive,0.8941237330436707,neutral,0.5734326243400574,11.0,12,4.0,Staff Professionalism,Accessibility and Convenience
2023-08-03 18:40:45,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,5.0,,
2023-08-04 21:20:30,Likely,The service is good the receptionist is very supportive and the doctor are very reliable,I don t know at the moment,Earls Court Surgery,positive,0.967333734035492,neutral,0.7294332981109619,15.0,6,4.0,Reception Staff Interaction,Follow-up and Continuity of Care
2023-08-05 17:17:23,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,1.0,0,5.0,,
2023-08-06 15:36:46,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,5.0,,
2023-08-06 18:52:31,Likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,3.0,3,4.0,,
2023-08-09 13:23:36,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,3.0,0,5.0,,
2023-08-09 13:24:07,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,3.0,1,5.0,,
2023-08-09 13:24:45,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,5.0,5,5.0,,
2023-08-09 13:25:54,Extremely likely,Have been to this surgery for long time,,Earls Court Surgery,neutral,0.8230046033859253,neutral,0.0,8.0,1,5.0,Follow-up and Continuity of Care,
2023-08-09 13:26:22,Likely,The Doctors is nice and give time to patients and listen to them,If you change all the front desk staff,Earls Court Surgery,positive,0.8091272115707397,neutral,0.7345620393753052,13.0,8,4.0,Staff Empathy and Compassion,Reception Staff Interaction
2023-08-09 13:30:50,Extremely likely,I like my doctors used to them and how they listen to me,Thank you If I can also book the visit appointments via the app it would be great As at the moment only the telephone services are available when I try to book via the app else I have to call to book a visit appointment Thank you very much,Earls Court Surgery,positive,0.7510687112808228,positive,0.6999228596687317,13.0,49,5.0,Patient Respect,Appointment Availability
2023-08-09 13:31:04,Likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,4.0,,
2023-08-09 13:33:03,Likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,4.0,,
2023-08-09 13:34:24,Likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,3.0,5,4.0,,
2023-08-09 13:35:47,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,5.0,,
2023-08-09 13:36:03,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,5.0,,
2023-08-09 13:40:43,Extremely likely,Poeple there they are very helpful,,Earls Court Surgery,positive,0.9539022445678712,neutral,0.0,6.0,0,5.0,Patient Respect,
2023-08-09 13:53:41,Extremely likely,Great service quick appointments very skilled and attentive medical staff who make you feel comfortable and safe to ask questions Friendly reception staff,Nothing all very helpful from initiation to follow up to conclusion,Earls Court Surgery,positive,0.956433355808258,negative,0.8672060370445251,23.0,11,5.0,Reception Staff Interaction,Follow-up and Continuity of Care
2023-08-09 13:57:04,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,2.0,4,5.0,,
2023-08-09 13:57:30,Extremely likely,the doctors and staff are kind and attentive to all patients like me,as I d experienced going to the clinics frequently i felt satisfied and comfortable,Earls Court Surgery,positive,0.8928577899932861,positive,0.8462947607040405,13.0,13,5.0,Staff Empathy and Compassion,Follow-up and Continuity of Care
2023-08-09 14:36:17,Neither likely nor unlikely,Good Doctors but the front desk people needs all changes,,Earls Court Surgery,positive,0.516107976436615,neutral,0.0,11.0,0,3.0,Reception Staff Interaction,
2023-08-09 14:38:10,Likely,Good Doctors but front desk people needs all change,Front desk staff need all changes,Earls Court Surgery,positive,0.4704503715038299,neutral,0.6090832948684692,10.0,6,4.0,Reception Staff Interaction,Reception Staff Interaction
2023-08-09 15:56:11,Extremely likely,Fast and efficient The nurse who I saw was extremely friendly and helpful The whole team worked together to ensure I got my medication,,Earls Court Surgery,positive,0.9498744010925292,neutral,0.0,24.0,3,5.0,Treatment Quality,
2023-08-09 16:23:21,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,2.0,0,5.0,,
2023-08-09 16:23:42,Extremely likely,I have been going to this Surgery since I was a child and I Am satisfied with them,,Earls Court Surgery,positive,0.9592195153236388,neutral,0.0,18.0,1,5.0,Treatment Quality,
2023-08-09 16:25:06,Likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,4.0,,
2023-08-09 16:26:02,Extremely likely,been at this surgery all my life really looked after me and my family really well,not really everyone is really friendly,Earls Court Surgery,positive,0.9438557028770448,negative,0.6022908091545105,16.0,6,5.0,Follow-up and Continuity of Care,Environment and Ambiance
2023-08-09 16:29:56,Extremely likely,I feel always welcome and I always get what I need,I am with this Surgery for 28 years so it s meant that I am very happy with their service,Earls Court Surgery,positive,0.9560410380363464,positive,0.9685999155044556,11.0,19,5.0,Accessibility and Convenience,Treatment Quality
2023-08-09 16:34:39,Extremely likely,Friendly and helpful doctors and receptionists,,Earls Court Surgery,positive,0.8576308488845825,neutral,0.0,6.0,2,5.0,Reception Staff Interaction,
2023-08-09 17:02:31,Extremely likely,Because long time i treatment since 1995 all staff friendly and family,,Earls Court Surgery,positive,0.7417606115341187,neutral,0.0,14.0,1,5.0,Staff Empathy and Compassion,
2023-08-09 17:08:06,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,4.0,5,5.0,,
2023-08-09 17:31:26,Extremely likely,Always I get help from my GP practice when I need,The whole Team of The GP practice are doing their best to help as much as they can,Earls Court Surgery,positive,0.5668832063674927,positive,0.9062631130218506,11.0,18,5.0,Follow-up and Continuity of Care,Staff Empathy and Compassion
2023-08-09 18:12:11,Extremely unlikely,,I understand their job is stressful but there is not need to be so rude and intimidating,Earls Court Surgery,neutral,0.0,negative,0.6829967498779297,5.0,16,1.0,,Patient Respect
2023-08-09 18:37:47,Extremely likely,Everybody at rhe surgery is friendly dedicated supportive,,Earls Court Surgery,positive,0.9033077359199524,neutral,0.0,9.0,4,5.0,Staff Empathy and Compassion,
2023-08-09 19:35:21,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,4.0,0,5.0,,
2023-08-09 20:24:07,Likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,4.0,,
2023-08-09 20:26:13,Likely,Because I m very happy to the service,,Earls Court Surgery,positive,0.9723934531211852,neutral,0.0,7.0,5,4.0,Patient Respect,
2023-08-09 20:48:01,Extremely unlikely,I have made this clear to other members of staff I feel Dr PERSON let me down and in fact was responsible for a gross dereliction of duty She was very slow to respond to my symptoms and in retrospect did not think she believed me She was irresponsible and failed in showing a duty of care towards me,Dr PERSON should have behaved as a responsible GP and sent me for further tests I had heart failure and she had diagnosed me with asthma I visited her 5 6 times in a space of a few months with symptoms that I now know were typical of heart failure but she did nothing other than increase my cortisone It was only when I attended a e that I was diagnosed with heart failure Neither she or her colleague Dr PERSON have apologised Naturally I am taking the matter further,Earls Court Surgery,negative,0.8944756984710693,negative,0.8150707483291626,59.0,90,1.0,Follow-up and Continuity of Care,Follow-up and Continuity of Care
2023-08-09 21:58:21,Likely,The service is Extremely likely and staff are very friendly I came to the surgery with my Son an old lady assaulted him Call him names and nearly hit him with her working stick,I don t feel safe after being with the same surgery for more than 20 years My son is still terrified about what happen to him,Earls Court Surgery,positive,0.4250645935535431,negative,0.9178634881973268,34.0,25,4.0,Treatment Quality,Follow-up and Continuity of Care
2023-08-10 11:34:21,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,2.0,1,5.0,,
2023-08-10 16:04:44,Likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,4.0,,
2023-08-10 17:52:00,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,0.0,0,5.0,,
2023-08-10 19:10:06,Likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,5.0,4,4.0,,
2023-08-10 22:28:33,Likely,Good service experience all helpful and patient staff efficient and prompt dealing with my healthcare,Everything in my recent experience was good,Earls Court Surgery,positive,0.9606135487556458,positive,0.9777700304985046,15.0,7,4.0,Staff Professionalism,Follow-up and Continuity of Care
2023-08-11 19:44:48,Extremely likely,Receptionists very friendly and the phone is answered very quickly,,Earls Court Surgery,positive,0.972966730594635,neutral,0.0,10.0,1,5.0,Reception Staff Interaction,
2023-08-12 21:23:04,Extremely likely,Excellent test speed and gp advice,,Earls Court Surgery,positive,0.9362679719924928,neutral,0.0,6.0,1,5.0,Patient Education and Information,
2023-08-16 12:52:27,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,3.0,1,5.0,,
2023-08-24 10:13:26,Extremely likely,Very friendly and Extremely likely service,Yes if you put face to face appointment available on nhs app,Earls Court Surgery,positive,0.944507360458374,neutral,0.7445520162582397,6.0,12,5.0,Patient Respect,Appointment Availability
2023-08-24 10:14:31,Extremely likely,It was a sensible thing to do and the procedure went well,,Earls Court Surgery,positive,0.8643367886543274,neutral,0.0,12.0,1,5.0,Staff Professionalism,
2023-08-24 10:16:02,Extremely likely,Friendly and very caring doctors and nurse,,Earls Court Surgery,positive,0.9419031143188475,neutral,0.0,7.0,1,5.0,Staff Empathy and Compassion,
2023-08-24 10:16:30,Extremely likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,3.0,5,5.0,,
2023-08-24 10:20:41,Extremely likely,Friendly efficient reception staff excellent doctors No problem getting face to face apr phone sppointments,,Earls Court Surgery,positive,0.9016982316970824,neutral,0.0,17.0,1,5.0,Reception Staff Interaction,
2023-08-24 10:30:50,Likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,4.0,2,4.0,,
2023-08-24 10:31:49,Neither likely nor unlikely,Didnt get a reminder for my sppointment which iI made some weeks earlier and therefore had forgotten about it and didnt attend,,Earls Court Surgery,negative,0.7473016381263733,neutral,0.0,22.0,1,3.0,Appointment Availability,
2023-08-24 10:44:38,Likely,,,Earls Court Surgery,neutral,0.0,neutral,0.0,5.0,1,4.0,,
2023-08-24 10:46:01,Likely,You manage to get someone in that s know what there doing for a change,,Earls Court Surgery,neutral,0.5432335734367371,neutral,0.0,14.0,5,4.0,Staff Professionalism,
2023-08-24 10:59:52,Extremely likely,Very helpful doctors and friendly reception staff who always assist me and very polite,,Earls Court Surgery,positive,0.9745280742645264,neutral,0.0,14.0,1,5.0,Reception Staff Interaction,
