,time,rating,free_text,do_better,surgery,pcn,sentiment_free_text,sentiment_score_free_text,sentiment_do_better,sentiment_score_do_better,free_text_len,do_better_len,rating_score,feedback_labels,improvement_labels,submission_id,respondent-id,emotion_free_text,emotion_do_better,free_text_PER,do_better_PER,campaing_id,logic,campaign_rating,campaign_freetext,free_text_qa,do_better_qa
24,2024-01-04 15:54:52,Good,I was provided with the extra prescription because I was going away and my medicine would run out otherwise,I was told the wait for a new prescription was 2 days in fact it was ready later the same day It woukd be Good to be sent a message when this is available so that the medicine can be picked up earlier,Earls-Court-Surgery,Brompton-Health-PCN,neutral,0.7459326386451721,neutral,0.63259357213974,19.0,43,4.0,Prescriptions and Repeat Medication Issues,Prescriptions and Repeat Medication Issues,,,neutral,neutral,,,,,,,"{'score': 0.015171298757195473, 'start': 51, 'end': 67, 'answer': 'I was going away'}","{'score': 0.04443700239062309, 'start': 106, 'end': 131, 'answer': 'Good to be sent a message'}"
25,2024-01-04 16:09:00,Very good,They are nice and friendly Very good job ðŸ ,,Scarsdale-Medical-Centre,Brompton-Health-PCN,positive,0.9770255088806152,neutral,0.0,10.0,0,5.0,Overall Excellent Service and Practice,,mannual,upload,admiration,,,,,,,,"{'score': 0.013026578351855278, 'start': 0, 'end': 26, 'answer': 'They are nice and friendly'}",
26,2024-01-04 16:20:00,Very good,Quicker to speak to a doctor about test results,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.8318077325820923,neutral,0.0,9.0,0,5.0,Telehealth / Phone Consultations,,mannual,upload,neutral,,,,,,,,"{'score': 6.42136956230388e-06, 'start': 0, 'end': 47, 'answer': 'Quicker to speak to a doctor about test results'}",
27,2024-01-04 16:25:31,Very good,The lDoctors always take time to Listen to any query and the support staff are friendly,,Earls-Court-Surgery,Brompton-Health-PCN,positive,0.804901123046875,neutral,0.0,16.0,1,5.0,Overall Excellent Service and Practice,,,,neutral,,,,,,,,"{'score': 9.938544098986313e-05, 'start': 0, 'end': 52, 'answer': 'The lDoctors always take time to Listen to any query'}",
28,2024-01-04 17:47:08,Very good,All staff is caring and efficient,,Earls-Court-Surgery,Brompton-Health-PCN,positive,0.8842465877532959,neutral,0.0,6.0,1,5.0,Overall Excellent Service and Practice,,,,admiration,,,,,,,,"{'score': 1.6178402802324854e-05, 'start': 0, 'end': 33, 'answer': 'All staff is caring and efficient'}",
29,2024-01-04 17:49:51,Very good,Both Dr PERSON and resident nurse are so nice calm and comforting Especially for someone with health anxiety they re both Godsend,None at all going to the surgery feels like being home 💓,Earls-Court-Surgery,Brompton-Health-PCN,positive,0.9477116465568542,positive,0.8597378730773926,21.0,12,5.0,"Staff Kindness, Empathy and Compassion","Staff Kindness, Empathy and Compassion",,,admiration,approval,['Emiliani'],,,,,,"{'score': 0.011885950341820717, 'start': 94, 'end': 108, 'answer': 'health anxiety'}","{'score': 0.018472999334335327, 'start': 0, 'end': 54, 'answer': 'None at all going to the surgery feels like being home'}"
30,2024-01-04 21:26:00,Good,Having a face to face meeting,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.8548740148544312,neutral,0.0,6.0,0,4.0,Follow-up and Continuity of Care,,mannual,upload,neutral,,,,,,,,"{'score': 2.866639761123224e-06, 'start': 0, 'end': 29, 'answer': 'Having a face to face meeting'}",
31,2024-01-04 22:01:14,Very good,She took me seriously and warm staff,,Earls-Court-Surgery,Brompton-Health-PCN,positive,0.8418401479721069,neutral,0.0,7.0,2,5.0,"Staff Kindness, Empathy and Compassion",,,,caring,,,,,,,,"{'score': 2.7111227609566413e-06, 'start': 0, 'end': 36, 'answer': 'She took me seriously and warm staff'}",
32,2024-01-05 10:08:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,3.0,0,5.0,,,mannual,upload,,,,,,,,,,
33,2024-01-05 10:23:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,1.0,0,5.0,,,mannual,upload,,,,,,,,,,
34,2024-01-05 11:07:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,4.0,0,5.0,,,mannual,upload,,,,,,,,,,
35,2024-01-05 14:28:00,Good,The extremely long waiting time to see the doctor,,Scarsdale-Medical-Centre,Brompton-Health-PCN,negative,0.7421718239784241,neutral,0.0,9.0,0,4.0,Appointment Availability and Waiting Times,,mannual,upload,neutral,,,,,,,,"{'score': 6.004025635775179e-05, 'start': 0, 'end': 49, 'answer': 'The extremely long waiting time to see the doctor'}",
36,2024-01-05 14:42:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,1.0,0,5.0,,,mannual,upload,,,,,,,,,,
37,2024-01-05 16:42:00,Very good,To be honest everything was great,,Scarsdale-Medical-Centre,Brompton-Health-PCN,positive,0.9720762968063354,neutral,0.0,6.0,0,5.0,Overall Excellent Service and Practice,,mannual,upload,admiration,,,,,,,,"{'score': 0.0042809052392840385, 'start': 13, 'end': 33, 'answer': 'everything was great'}",
38,2024-01-05 17:37:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,1.0,0,5.0,,,mannual,upload,,,,,,,,,,
39,2024-01-05 17:52:00,Very good,Knowing my blood test results earlier It wasnâ€™t clear to me to call for my results last time I had my bloods tested in 2021,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.7303404808044434,neutral,0.0,25.0,0,5.0,Blood Tests and Results Delays,,mannual,upload,confusion,,,,,,,,"{'score': 0.0006236888584680855, 'start': 38, 'end': 84, 'answer': 'It wasnâ€™t clear to me to call for my results'}",
40,2024-01-05 22:10:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,3.0,0,5.0,,,mannual,upload,,,,,,,,,,
41,2024-01-05 23:22:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,4.0,0,5.0,,,mannual,upload,,,,,,,,,,
42,2024-01-06 10:09:00,Very good,My visit was perfect the reception staff were helpful polite and caring the doctor was on time very approachable and friendly and made me feel confident going forward,,Scarsdale-Medical-Centre,Brompton-Health-PCN,positive,0.9731753468513488,neutral,0.0,28.0,0,5.0,Reception Staff Friendly and Helpful,,mannual,upload,admiration,,,,,,,,"{'score': 0.020367562770843506, 'start': 143, 'end': 166, 'answer': 'confident going forward'}",
43,2024-01-07 10:55:00,Very good,The appointment and visit was perfect,,Scarsdale-Medical-Centre,Brompton-Health-PCN,positive,0.9839946031570436,neutral,0.0,6.0,0,5.0,Excellent Clinical Care and Thorough Explanation,,mannual,upload,admiration,,,,,,,,"{'score': 1.5016004226708901e-06, 'start': 30, 'end': 37, 'answer': 'perfect'}",
44,2024-01-07 19:45:00,Good,The telephone appointments should be easier available and the emergency appts for which you need to apply at 8am in the morning should refer ONLY to in person ones Phonr emergency appts should be easy to get for the same day,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.6539369821548462,neutral,0.0,40.0,0,4.0,Telehealth / Phone Consultations,,mannual,upload,neutral,,,,,,,,"{'score': 0.005448019597679377, 'start': 4, 'end': 53, 'answer': 'telephone appointments should be easier available'}",
45,2024-01-07 22:15:25,Good,I think the surgery can do better with providing more appointments,,Earls-Court-Surgery,Brompton-Health-PCN,neutral,0.5491374135017395,neutral,0.0,11.0,3,4.0,Appointment Availability and Waiting Times,,,,optimism,,,,,,,,"{'score': 2.288286304974463e-05, 'start': 0, 'end': 66, 'answer': 'I think the surgery can do better with providing more appointments'}",
46,2024-01-07 22:21:59,Very good,The staff s professionalism and warmth make a world of difference in patient experiences Appointments are timely and the environment is clean and welcoming The GPs exhibit remarkable dedication taking time to listen and explain ensuring patients feel heard and understood Their adept use of technology for appointments and records adds convenience without losing the personal touch,,Earls-Court-Surgery,Brompton-Health-PCN,positive,0.9521923661231996,neutral,0.0,56.0,0,5.0,Staff Professionalism and Knowledge,,,,admiration,,,,,,,,"{'score': 0.02486329711973667, 'start': 194, 'end': 271, 'answer': 'taking time to listen and explain ensuring patients feel heard and understood'}",
47,2024-01-08 04:12:58,Very poor,,Customer Service training for staff members,Earls-Court-Surgery,Brompton-Health-PCN,neutral,0.0,neutral,0.9032177925109864,2.0,6,1.0,,Staff Professionalism and Knowledge,,,,neutral,,,,,,,,"{'score': 0.0006042710156179965, 'start': 0, 'end': 25, 'answer': 'Customer Service training'}"
48,2024-01-08 04:13:25,Very poor,,,Earls-Court-Surgery,Brompton-Health-PCN,neutral,0.0,neutral,0.0,4.0,0,1.0,,,,,,,,,,,,,,
49,2024-01-08 04:18:00,Very good,Lovely Surgery with helpful staff GPs and nurse,,Earls-Court-Surgery,Brompton-Health-PCN,positive,0.9780712723731996,neutral,0.0,8.0,0,5.0,Overall Excellent Service and Practice,,,,love,,,,,,,,"{'score': 1.2025967635054258e-06, 'start': 0, 'end': 47, 'answer': 'Lovely Surgery with helpful staff GPs and nurse'}",
50,2024-01-08 05:03:04,Very good,Dr PERSON is extremely professional and pleasant,,Earls-Court-Surgery,Brompton-Health-PCN,positive,0.9557293057441713,neutral,0.0,7.0,0,5.0,Overall Excellent Service and Practice,,,,admiration,,['Emiliani'],,,,,,"{'score': 0.00018262144294567406, 'start': 0, 'end': 9, 'answer': 'Dr PERSON'}",
51,2024-01-08 07:02:40,Very good,,,Earls-Court-Surgery,Brompton-Health-PCN,neutral,0.0,neutral,0.0,5.0,0,5.0,,,,,,,,,,,,,,
52,2024-01-08 09:52:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,mannual,upload,,,,,,,,,,
53,2024-01-09 10:17:00,Good,Ability to book an appointment with a GP,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.8719467520713806,neutral,0.0,8.0,0,4.0,Appointment Booking and Online Systems,,mannual,upload,neutral,,,,,,,,"{'score': 2.6034015263576293e-06, 'start': 0, 'end': 40, 'answer': 'Ability to book an appointment with a GP'}",
54,2024-01-09 10:32:00,Good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,1.0,0,4.0,,,mannual,upload,,,,,,,,,,
55,2024-01-09 10:57:00,Good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,2.0,0,4.0,,,mannual,upload,,,,,,,,,,
56,2024-01-09 11:49:00,Don't know,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,5.0,0,,,,mannual,upload,,,,,,,,,,
57,2024-01-09 11:58:00,Good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,3.0,0,4.0,,,mannual,upload,,,,,,,,,,
58,2024-01-09 12:19:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,3.0,0,5.0,,,mannual,upload,,,,,,,,,,
59,2024-01-09 12:27:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,1.0,0,5.0,,,mannual,upload,,,,,,,,,,
60,2024-01-09 13:23:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,2.0,0,5.0,,,mannual,upload,,,,,,,,,,
61,2024-01-09 16:14:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,5.0,0,5.0,,,mannual,upload,,,,,,,,,,
62,2024-01-09 16:48:00,Good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,4.0,,,mannual,upload,,,,,,,,,,
63,2024-01-09 19:47:27,Neither good nor poor,,,Earls-Court-Surgery,Brompton-Health-PCN,neutral,0.0,neutral,0.0,2.0,2,3.0,,,,,,,,,,,,,,
64,2024-01-09 20:56:35,Very good,,,Earls-Court-Surgery,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
65,2024-01-09 20:57:35,Very good,,,Stanhope-Mews-Surgery,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
66,2024-01-09 21:09:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,2.0,0,5.0,,,mannual,upload,,,,,,,,,,
67,2024-01-09 21:22:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,1.0,0,5.0,,,mannual,upload,,,,,,,,,,
68,2024-01-10 08:17:29,Good,,,Earls-Court-Surgery,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,4.0,,,,,,,,,,,,,,
69,2024-01-10 09:21:00,Very good,It was great at my appointment the doctor that saw me recommended me to see a skin specialist for some marks on my face and it would be great if I knew the steps on how to do that through the NHS or if a referral was done for me otherwise Iâ€™m waiting for the next meeting and asking again,,Scarsdale-Medical-Centre,Brompton-Health-PCN,positive,0.8934631943702698,neutral,0.0,60.0,0,5.0,Staff Professionalism and Knowledge,,mannual,upload,admiration,,,,,,,,"{'score': 0.02172713540494442, 'start': 245, 'end': 273, 'answer': 'waiting for the next meeting'}",
70,2024-01-10 10:21:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,2.0,0,5.0,,,mannual,upload,,,,,,,,,,
71,2024-01-10 13:36:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,1.0,0,5.0,,,mannual,upload,,,,,,,,,,
72,2024-01-10 15:45:00,Good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,5.0,0,4.0,,,mannual,upload,,,,,,,,,,
73,2024-01-10 16:20:00,Good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,2.0,0,4.0,,,mannual,upload,,,,,,,,,,
74,2024-01-11 10:06:00,Good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,2.0,0,4.0,,,mannual,upload,,,,,,,,,,
75,2024-01-11 10:48:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,2.0,0,5.0,,,mannual,upload,,,,,,,,,,
76,2024-01-11 11:45:00,Poor,Correct prescription Only got prescription for 10 tablets instead of stayed 14 so had to pay for extra prescription after further phone call,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.7572507262229919,neutral,0.0,23.0,0,2.0,Prescriptions and Repeat Medication Issues,,mannual,upload,neutral,,,,,,,,"{'score': 1.3282819054438733e-05, 'start': 76, 'end': 140, 'answer': '14 so had to pay for extra prescription after further phone call'}",
77,2024-01-11 12:00:00,Very good,The all team is friendly and very professional BIG RESPECT TO ALL OF THEM,,Scarsdale-Medical-Centre,Brompton-Health-PCN,positive,0.9760589599609376,neutral,0.0,15.0,0,5.0,Overall Excellent Service and Practice,,mannual,upload,admiration,,,,,,,,"{'score': 0.002988696563988924, 'start': 0, 'end': 46, 'answer': 'The all team is friendly and very professional'}",
78,2024-01-11 12:01:00,Very good,The all team is very friendly and professional BIG RESPECT FOR ALL OF THEM,,Scarsdale-Medical-Centre,Brompton-Health-PCN,positive,0.9771600365638732,neutral,0.0,15.0,0,5.0,Overall Excellent Service and Practice,,mannual,upload,admiration,,,,,,,,"{'score': 0.003373661544173956, 'start': 0, 'end': 46, 'answer': 'The all team is very friendly and professional'}",
79,2024-01-11 17:59:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,1.0,0,5.0,,,mannual,upload,,,,,,,,,,
80,2024-01-12 09:09:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,mannual,upload,,,,,,,,,,
81,2024-01-12 10:15:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,2.0,0,5.0,,,mannual,upload,,,,,,,,,,
82,2024-01-12 10:30:00,Very good,Be at the right time the phone call was two hours later than the appointment time,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.6547763347625732,neutral,0.0,16.0,0,5.0,Telehealth / Phone Consultations,,mannual,upload,neutral,,,,,,,,"{'score': 0.0005625468911603093, 'start': 40, 'end': 81, 'answer': 'two hours later than the appointment time'}",
83,2024-01-12 10:38:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,1.0,0,5.0,,,mannual,upload,,,,,,,,,,
84,2024-01-12 10:50:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,1.0,0,5.0,,,mannual,upload,,,,,,,,,,
85,2024-01-12 11:46:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,1.0,0,5.0,,,mannual,upload,,,,,,,,,,
86,2024-01-12 13:53:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,1.0,0,5.0,,,mannual,upload,,,,,,,,,,
87,2024-01-12 16:29:00,Good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,1.0,0,4.0,,,mannual,upload,,,,,,,,,,
88,2024-01-12 17:46:00,Good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,1.0,0,4.0,,,mannual,upload,,,,,,,,,,
89,2024-01-12 18:28:00,Neither good nor poor,I expect that I have been given some prescripts medicines for cough and flu ðŸ˜ rather than advice by doctor to take a rest for self recovery I have suffered the coughs with sleepless nights and the virus spread to other family members which I think the dr visits is not useful to me NHS needs to look into this for more efficient practice,,Scarsdale-Medical-Centre,Brompton-Health-PCN,negative,0.8155524730682373,neutral,0.0,66.0,0,3.0,Prescriptions and Repeat Medication Issues,,mannual,upload,neutral,,,,,,,,"{'score': 0.0037477281875908375, 'start': 250, 'end': 283, 'answer': 'the dr visits is not useful to me'}",
90,2024-01-13 11:53:00,Good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,2.0,0,4.0,,,mannual,upload,,,,,,,,,,
91,2024-01-13 11:54:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,3.0,0,5.0,,,mannual,upload,,,,,,,,,,
92,2024-01-13 16:02:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,1.0,0,5.0,,,mannual,upload,,,,,,,,,,
93,2024-01-13 18:31:00,Very good,Waiting time to book an appointment But understand how busy you are therefore itâ€™s not a claim You are always try to do your best to help Thank you very much for that,,Scarsdale-Medical-Centre,Brompton-Health-PCN,positive,0.7887609004974365,neutral,0.0,34.0,0,5.0,Appointment Availability and Waiting Times,,mannual,upload,gratitude,,,,,,,,"{'score': 0.014559712260961533, 'start': 55, 'end': 96, 'answer': 'busy you are therefore itâ€™s not a claim'}",
94,2024-01-14 20:30:00,Very good,They are Very good everytime i need something doctors are very quick to deliver the service very happy,,Scarsdale-Medical-Centre,Brompton-Health-PCN,positive,0.978617250919342,neutral,0.0,18.0,0,5.0,Overall Excellent Service and Practice,,mannual,upload,admiration,,,,,,,,"{'score': 0.0016779489815235138, 'start': 46, 'end': 102, 'answer': 'doctors are very quick to deliver the service very happy'}",
95,2024-01-14 21:00:00,Very good,Ms PERSON Calendar did a Very good job Thanks a lot,,Scarsdale-Medical-Centre,Brompton-Health-PCN,positive,0.9748074412345886,neutral,0.0,11.0,0,5.0,Overall Excellent Service and Practice,,mannual,upload,gratitude,,['Clayotte'],,,,,,"{'score': 0.0002055797231150791, 'start': 39, 'end': 51, 'answer': 'Thanks a lot'}",
96,2024-01-15 02:31:29,Very good,Get on really well with my GP and the rest of the practice staff I don t have any complaints,I like the notice boards in reception very infomrative and give a Good overview of the practice,Earls-Court-Surgery,Brompton-Health-PCN,positive,0.9319294095039368,positive,0.9477940797805786,19.0,17,5.0,Overall Excellent Service and Practice,Staff Professionalism and Knowledge,,,approval,admiration,,,,,,,"{'score': 0.010512343607842922, 'start': 65, 'end': 92, 'answer': 'I don t have any complaints'}","{'score': 0.0074755605310201645, 'start': 11, 'end': 24, 'answer': 'notice boards'}"
97,2024-01-15 19:02:00,Poor,Better turnaround times for an appointment,,Scarsdale-Medical-Centre,Brompton-Health-PCN,positive,0.5767356157302856,neutral,0.0,6.0,0,2.0,Appointment Availability and Waiting Times,,mannual,upload,neutral,,,,,,,,"{'score': 0.0007105342228896916, 'start': 0, 'end': 23, 'answer': 'Better turnaround times'}",
98,2024-01-16 10:08:00,Good,I appreciate that it must be a stressful job day but people in general should smile more It puts everyone in a better mood,,Scarsdale-Medical-Centre,Brompton-Health-PCN,positive,0.7411057353019714,neutral,0.0,23.0,0,4.0,"Staff Kindness, Empathy and Compassion",,mannual,upload,admiration,,,,,,,,"{'score': 0.13330896198749542, 'start': 89, 'end': 122, 'answer': 'It puts everyone in a better mood'}",
